"","tank","trial.date","pop","food.treat","avgspeed","maxspeed","max.accel","swimming.time","freezing.time","burst.swimming.time","tot.dist.traveled","avg.d.from.center","prop.d.from.center","bday","time.mother.in.food.treat","mother.SL.mm","brood.size","age","PC1","PC2","PC3","PC4","PC5","week.of.measure","mom.sl.2"
"41","02-BON-L",2019-07-24,"BON","L",0.819787509129479,17.8860455383521,11.6182708136193,31.7666666666667,88.4,0.0333333333333333,98.5384585973633,10.6135249983163,0.228970507158457,2019-06-21,0,NA,12,33,-2.16752034237178,-1.33725265108516,-1.71953383156744,-0.007072262592619,-0.0295789334400761,5,49.7627118644068
"42","07-BON-H",2019-07-24,"BON","H",0.957728809959723,11.3858368888881,9.19116999085089,40.9333333333333,79.5333333333333,0,115.374397306481,37.1712642640109,0.801912958381102,2019-07-22,28,45,26,2,-1.4098613291918,-0.341655888010665,0.955501541232554,0.0183722844589324,-0.0153250236389518,1,45
"43","09-BON-L",2019-07-24,"BON","L",11.5247216851582,75.8972937721779,63.5548520751217,66.9333333333333,15.6333333333333,38.0333333333333,1389.88143523008,38.8624782266239,0.838398303145861,2019-06-21,0,NA,14,33,1.27907669748233,1.71939182301505,-0.304195290550963,0.147739473399108,-0.0420350079266507,5,49.7627118644068
"45","12-BON-H",2019-07-24,"BON","H",8.93769883248294,351.70433600247,218.406415157278,87.0666666666667,13.8,19.7666666666667,1078.18440249186,30.0233613078306,0.647707926098644,2019-06-22,0,66,25,32,0.954238545748025,0.300040775465123,-0.790667196285692,0.137781217309939,0.161377319868228,5,66
"46","13-BON-H",2019-07-24,"BON","H",1.87781147222099,21.110226356075,19.2554728140963,61.6666666666667,58.9333333333333,0.166666666666667,226.777032128554,44.460714121454,0.959171647744877,2019-07-02,8,46,6,22,-0.96566719882558,0.0824059257443606,1.57170229398955,0.0367932663657618,-0.0145137760658568,4,46
"47","14-BON-H",2019-07-24,"BON","H",16.0019705391444,303.615233478164,303.615233478164,65.6666666666667,3.3,50.9666666666667,1919.16966666139,45.2363167257733,0.975904083169733,2019-07-24,30,35,11,0,3.08239237232828,2.22543868763575,-0.199492096390976,0.197248022257873,-0.0970108116714,1,35
"49","18-BON-L",2019-07-24,"BON","L",10.0445550025095,606.241753875431,479.881172117291,76.5,17.0333333333333,26.3666666666667,1204.34214480089,27.2242107098115,0.587320549412481,2019-07-08,14,45,7,16,1.77069475259366,-0.274144530435277,-1.15074792408898,0.146064445338703,0.119087329763907,3,45
"50","21-BON-H",2019-07-24,"BON","H",2.99920804466339,115.023475864712,68.6815678297981,53.4666666666667,62.7,4.43333333333333,361.704490186404,23.9819512938312,0.517373780272722,2019-06-26,2,NA,8,28,-1.09217036862219,-0.615990596956242,-0.641300998264808,0.0406901858194871,0.0388454732797302,4,49.7627118644068
"51","22-BON-H",2019-07-24,"BON","H",4.28878336412384,85.7725576037993,59.6083351561217,46.9,62.2333333333333,11.0333333333333,515.368800922215,29.6951232327074,0.640626693563591,2019-06-27,3,67,48,27,-0.678231751678224,-0.0980285154567649,-0.241808742557044,0.0542855309689737,0.0037603701823561,4,67
"53","27-BON-L",2019-07-24,"BON","L",5.36499857029993,37.5662082196225,32.07518619119,73.3666666666667,34.1333333333333,12.8333333333333,645.588161292758,21.8991246078447,0.472439992234427,2019-06-27,3,45,5,27,-0.733039600987577,-0.0573951894877998,-1.19057762073518,0.0555256188757298,-0.0410911961650534,4,45
"54","29-BON-H",2019-07-24,"BON","H",3.08753039510782,26.5053448125291,21.8788643278406,68.8333333333333,49.5666666666667,1.56666666666667,370.400729733102,20.7648012339029,0.447968706940016,2019-07-02,8,46,7,22,-1.32903708229319,-0.535548344110982,-0.99633328661682,0.0265130228118645,-0.0336854144619953,4,46
"57","35-BON-L",2019-07-24,"BON","L",7.03402783700804,35.380174316895,26.3011249286985,81.0666666666667,23.4666666666667,16.2666666666667,849.710562710571,25.7454807929345,0.55541922171302,2019-06-30,6,65,33,24,-0.239520467957791,0.435415072409443,-1.03174236981408,0.0831686930506285,-0.0379019984316227,4,65
"59","53-BON-L",2019-07-24,"BON","L",2.11499196894436,25.6809555758731,17.9851980203261,53.7666666666667,61.9,1.43333333333333,247.665559563385,37.5582600154558,0.8102617975736,2019-07-16,22,46,18,8,-1.10479988224528,-0.128552746763934,0.843723118680297,0.0230289778352914,-0.00949114757617959,2,46
"60","01-BON-L",2019-07-31,"BON","L",1.61058479582954,30.5412835355687,25.9818858314884,39.8333333333333,80.3666666666667,0.566666666666667,194.504957176347,22.9905366181115,0.495985530738295,2019-07-08,14,NA,22,23,-1.60372450037286,-0.766208961344179,-0.568386774352358,0.0146419258070666,-0.0269398870723807,4,49.7627118644068
