pt1_cam1_X,pt1_cam1_Y
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
1186.757295,968.412279
1186.757295,970.014748
1186.757295,970.014748
1185.939719,969.808724
1186.224384,969.808724
1186.224384,969.571321
1185.655055,969.333919
1185.655055,969.333919
1185.939719,969.571321
1186.509048,969.096516
1186.509048,969.096516
1186.509048,969.096516
1185.939719,968.621710
1185.939719,968.621710
1185.939719,968.621710
1186.224384,968.384308
1186.224384,968.384308
1185.939719,968.621710
1185.939719,968.621710
1185.939719,968.621710
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.859113
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.384308
1185.939719,968.146905
1185.939719,968.146905
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.574651,969.688835
1186.534771,969.248877
1186.534771,968.928690
1186.150842,968.928690
1185.766914,968.928690
1185.382985,968.928690
1185.382985,968.608504
1185.382985,968.608504
1185.766914,968.608504
1185.766914,968.608504
1185.766914,968.608504
1185.382985,968.608504
1185.382985,968.608504
1185.382985,968.608504
1185.382985,968.608504
1185.382985,968.608504
1185.382985,968.608504
1185.382985,968.608504
1185.766914,968.608504
1185.766914,968.928690
1185.766914,968.928690
1182.749418,969.871638
1177.491336,973.244795
1180.322611,973.244795
1181.940483,972.907479
1183.153886,973.244795
1182.863433,973.134201
1181.424138,972.949535
1179.541984,972.672534
1179.650943,971.737728
1178.485879,971.009003
1178.194613,969.551554
1178.194613,967.851196
1178.485879,968.337012
1179.650943,971.009003
1179.359677,973.195178
1178.194613,973.923903
1178.777145,973.923903
1172.369292,974.166811
1169.456632,977.810435
1168.582834,979.267885
1167.126504,979.267885
1162.757513,982.425693
1161.301183,984.368959
1163.567582,985.508544
1169.386332,972.770243
1170.477348,961.245113
1190.479303,960.335234
1199.934772,960.941820
1207.935554,958.212184
1216.300008,952.449619
1222.118758,948.810105
1225.391805,947.293640
1228.301181,942.744247
1229.755868,938.498147
1231.937900,935.465218
1235.938291,932.735582
1239.575010,931.219117
1242.484385,929.399360
1243.939072,928.792774
1245.757432,928.489481
1246.484776,927.579603
1249.030479,925.456552
1251.212511,924.243381
1253.394542,923.030209
1254.121886,922.423624
1255.212901,921.210452
1256.303917,919.390695
1258.485949,916.964352
1259.213292,916.054473
1262.486339,915.751180
1263.941027,914.538009
1265.032043,913.021544
1265.032043,912.111666
1265.032043,910.595201
1265.759387,910.291908
1266.123059,909.078737
1267.214074,907.258979
1268.668762,909.382030
1269.759778,906.652394
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
