pt1_cam1_X,pt1_cam1_Y
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,828.787136
1160.333423,829.024701
1161.829937,835.914085
1159.905848,845.891813
1164.395388,850.880678
1178.719160,851.355808
1187.270665,848.980158
1196.677321,847.079638
1205.228826,842.803469
1211.001092,838.527300
1215.276845,835.676520
1217.414721,831.875481
1219.980173,828.312006
1221.476686,825.936357
1222.545624,822.610447
1223.400775,819.046973
1220.621536,816.908888
1218.911234,815.958629
1215.918208,814.058109
1213.138968,812.395154
1210.359729,810.969764
1208.221853,807.406290
1206.939127,805.505770
1205.656401,804.555511
1204.159888,803.367686
1202.235799,803.605251
1200.525498,804.080381
1199.456560,804.080381
1197.960047,803.842816
1197.104896,804.555511
1197.532471,805.505770
1199.242772,805.743335
1199.884135,805.505770
1200.739286,805.030640
1201.166861,804.793076
1201.594436,804.080381
1201.594436,803.130121
1201.594436,802.179861
1201.594436,801.467166
1200.525498,801.704731
1199.456560,801.942296
1197.960047,802.417426
1196.249745,803.130121
1194.111869,803.367686
1192.615356,803.842816
1192.187780,804.080381
1191.332630,804.793076
1190.905055,805.505770
1190.691267,805.743335
1190.263692,806.456030
1189.408541,806.931160
1188.980966,807.643855
1188.339603,808.118985
1187.484453,808.118985
1186.843090,808.356550
1185.774152,809.069245
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
